Name,Quantity,Unit,Location,Price,Last Updated,Notes
3 Dram Vials 144/pk,,,72,0,9/25/2023,0 in back up
4 Dram Vials 144/pk,2,pk,72,0,8/2/2023,0 back up
5 Dram Vials 72/box,2.00,,72,0,9/25/2023,"2 in back up, Backup location(s): 75"
Parafilm 2 in x 250 ft,5,pk,73,0,8/2/2023,
10 Dram Vials 72/box,0,Units,73,0,8/2/2023,0 in back up
13x100 mm Disposable Culture Tubes 250/pcs,8,boxes,74,0,3/4/2024,"0 open, backup shelf 80 (2 cases)"
7.5 mL Transfer Pipets (Non Sterile),1,box,74,0,5/25/2023,use for requests of few/ individual pipets
5 Dram Vials,6,pk,75,0,8/2/2023,"3 boxes, 2 pk/box, 72 ea/pk, backup stock"
10 mL serological pipets,2,boxes,75,0,5/25/2023,250/box
5 mL serological pipets,1,box,75,0,5/25/2023,
molecular modeling bits,1,box,75,0,5/25/2023,
2 mL serological glass pipet,4,boxes,76,0,5/25/2023,"250/box, 2 box open"
1 mL serological glass pipet,4,boxes,76,0,5/25/2023,"250/box, 1 box open"
10 mL borosilicate glass pipet,1,box,76,0,5/25/2023,"500/cs, 250/pk, 10/bag"
1 mL in 1/100 serological glass pipet,1,box,76,0,5/25/2023,"1000/cs, 250/pk, 25/bag"
10 mL serological pipet,3,boxes,76,0,5/25/2023,"250/box, 1 box open"
5 mL borosilicate Serological pipet,1,box,76,0,5/25/2023,"250/box, open"
Air fresheners,0.00,,77,0,,all empty 7/17/2020 re
Anti-static Wipes,1,bottle,77,0,5/25/2023,
Screen cleaning wipes,1,bottle,77,0,5/25/2023,
"70% isopropyl alcohol, 1 qt",1,ea,77,0,5/25/2023,
compressed gas duster,12,ea,77,0,5/25/2023,
Cotton Balls,4,bags,77,0,3/8/2024,"100/bag, 1 open"
Disinfectant/deoderant,1,ea,77,0,5/25/2023,barely any liquid left in bottle
Dry Graphite Lube,2,ea,77,0,5/25/2023,
Hydrogen Peroxide (3%) (16 oz),5,ea,77,0,5/25/2023,
Hydrogen Peroxide (3%) (32 oz),3,ea,77,0,5/25/2023,
Paula's BBP Training Materials,1,ea,77,0,5/25/2023,DO NOT SIGN OUT
WD-40,8,cans,77,0,5/25/2023,
glass pipet,30,ea,78,0,5/25/2023,assorted sizes
square cuvettes,2,pk,78,0,3/26/2024,100/pk
7.5 mL plastic transfer pipets,1,box,78,0,5/25/2023,"500/box, box is open"
pipet bulbs,1,box,78,0,5/25/2023,at least 50ea
2mL Disposable Serological Glass transfer Pipet,6,bags,78,0,5/25/2023,25 pipets/bag
Pipet Glass 1ml INDIVIDUALLY WRAPPED,1,bag,78,0,5/25/2023,32 in bag
7.8 x 300 mm HPLC column,1,ea,78,0,5/25/2023,
various culture tubes,30,ea,79,0,5/25/2023,16 x 100 mm for some of them
50 mL Plastic Swap Cap Vial,1,box,79,0,5/25/2023,
Kodak Transvue Slide Tray,1,ea,79,0,5/25/2023,
Various round metal stands,8,ea,79,0,5/25/2023,
2 dram vials 144/box,1,case,80,0,5/25/2023,
250 mL glass graduated cylinder,1,box,80,0,5/25/2023,backup
"6"" pasteur pipet",9/,,31,0,3/11/2024,"360/pk, Backup location(s): 81/100"
cardboard cryogenic box with grids,many,,81,0,5/25/2023,
class 2 transformer charger,1,ea,82,0,5/25/2023,
collapsable plastic bins,,,54,0,9/10/2024,
dish pan 3ea dark gray,,,107,0,9/10/2024,
weigh pan assembly,1,ea,82,0,5/25/2023,
"glassware clamps, assorted",many,,82,0,5/25/2023,
autotransformer,2,ea,82,0,5/25/2023,"variac, zaxis brands"
"aluminum sheets, 20 x 20 cm",25,ea,82,0,5/25/2023,
absorbaspil base protectors,8,boxes,82,0,5/25/2023,20/box
large round plastic filter,1,ea,82,0,5/25/2023,
"insulated 4 wire combo, 20 AWG 4 conductor",1,spool,82,0,5/25/2023,
Wire Aluminimum,3,spools,82,0,5/25/2023,
Wire insulated copper,3,spool,82,0,5/25/2023,not full
wire uninsulated copper,5,spools,82,0,5/25/2023,varying thickness and amounts
wire tin,2,spool,82,0,5/25/2023,
aluminum foil,8,boxes,83,0,5/25/2023,
Cling wrap,1,roll,83,0,5/25/2023,
Power Strips,5,ea,83,0,5/25/2023,assorted types
Wax paper,10,rolls,83,0,5/25/2023,
96 well plates,1,box,84,0,5/25/2023,
gas cylinder replacemet strap,3,ea,84,0,5/25/2023,
Handi Wipes,1,pack,84,0,5/25/2023,
stir plate,1,ea,84,0,5/25/2023,
spray painted test tubes (culture tubes) [used],1,box,84,0,5/25/2023,the tops of these tubes are spray painted
broken junk bin,1,box,84,0,5/25/2023,
500 mL graduated cylinders,2,boxes,85,0,5/25/2023,backup
black and white composition lab notebooks,4,boxes,85,0,8/7/2023,"24 ea/box, 96 ea total"
1 Qt plastic scoops,0.00,,86,0,5/10/2023,On right of shelf
19mm clamps (for glassware setups),big,bag,86,0,5/10/2023,(5 cm extension ring)?
3 Qt plastic scoops,6.00,,86,0,5/10/2023,
Flask Heaters,0.00,,86,0,5/10/2023,
Plastic buchner funnels,1.00,,86,0,5/10/2023,
13x100 mm Disposable Culture Tubes 250/pcs,large,box,86,0,5/10/2023,on left of shelf
black and white composition lab notebooks,12,boxes,86,0,8/7/2023,"24 ea/box, 288 ea total"
1 box test tube clamps,1,box,87,0,,
,,,,0,,
bunsen burner bases,1,box,87,0,,
Bunsen Burner Tips (bunsen burner tops),19.00,,87,0,,
orange containers made for magnctic stir bars,2.00,,87,0,,empty
Small Bunsen Burners,1,box,87,0,,
small ring extensions,1,box,87,0,,
Steam Bath,2,ea,87,0,,
Wire triangles with porcelian,1,box,87,0,,
Zahn Viscometer,1,ea,87,0,,May be in a box with bunsen burner supplies (long silver thing)
Auto Transformer,1.00,,88,0,,
Bunsen Burners Medium,1,box,88,0,,
Bunsen Burners Tiny,1,box,88,0,,possibly more in drawers
clamp rods,1,box,88,0,,
Flask Heaters,20.00,,89,0,,
"monkey clamp, miscellaneous clamps, butterfly clamps",1,box,89,0,,
Rubber Stoppers,1,box,89,0,,
"10 mL Glass Pipets, Sterile",1,box,90,0,,backup
50 mL pipette tips ??? Pipette?,1,box,90,0,,"backup, above mailboxes"
assorted glass,1,box,90,0,,
Autoclave holders,1,box,90,0,,
Dittami's flasks and amplets,1,box,90,0,,
Glass and valnec,1,box,90,0,,
Plastic Snapcap Vials,1,box,90,0,,
TLC Plates,1,box,90,0,,above mailboxes
Extension Rings (circle),Many,,91,0,,
Hose Clamps,1,box,91,0,,
Nichrome Triangles,1,box,91,0,,
10 cm extension ring,2.00,,92,0,,
10 cm extension ring (clamped),1.00,,92,0,,
11 cm extension ring (clamped),21.00,,92,0,,
12 cm extension ring,1.00,,92,0,,
12 cm extension ring (clamped),2.00,,92,0,,
12.5 cm extension ring,4.00,,92,0,,
14 cm extension ring (clamped),1.00,,92,0,,
6 cm extension ring (clamped),1.00,,92,0,,
6.5 cm extension ring,3.00,,92,0,,
6.5 cm extension ring (clamped),2.00,,92,0,,
7 cm extension ring (clamped),20.00,,92,0,,
7.5 cm extension ring,2.00,,92,0,,
8 cm extension ring,1.00,,92,0,,
8 cm extension ring (clamped),1.00,,92,0,,
Brass Wingtops for Bunsen Burners,1,box,92,0,,
Molecular model kit,1,ea,92,0,,
pressure gauge/ pressure meter,several,,92,0,,
Cork Borer,2.00,,93,0,,
Dish Drying Racks,2,ea,93,0,,
Various Mechanical/Computer Parts,1,box,93,0,,
Flask Heaters ? heating mantle ?,1,ea,94,0,,
Black Rubber Gloves,1,pair,95,0,,
Large Molecular Model,1,ea,95,0,,
Large/ Xlarge Vinyl Gloves,75.00,,95,0,,
Latex Medical Examination Gloves,0,Units,95,0,,
Rags,1,box,95,0,,
Rental Adult Glasses,10,ea,95,0,6/15/2022,110 stocked on right wall near EHS room
Rental Adult Goggles,45,ea,95,0,6/15/2022,
Rental Child Goggles,42,ea,95,0,6/15/2022,Backup location(s): 120
Thick Green Nitrile Gloves,18,pairs,95,0,,
Trash Bags,15,ea,95,0,,
Unlined Natural Latex Gloves,6,pairs,95,0,,
Work Gloves,3,pairs,95,0,,
Gloves L,varies,,96,0,6/30/2022,
Gloves M,varies,,96,0,6/30/2022,
Gloves S,varies,,96,0,6/30/2022,
Gloves XL,varies,,96,0,6/30/2022,
Gloves XS,varies,,96,0,6/30/2022,
Hard hats,11.00,,97,0,8/2/2023,Backup location(s): B2
"Plastic Balls 2.5""",1,box,97,0,9/10/2024,
Kimwipe L,5,ea,98,0,8/2/2023,Backup location(s): 115
Kimwipe S,15,ea,98,0,8/2/2023,Backup location(s): 110
Safety Glasses,55,boxes,98,0,3/12/2024,"140 boxes, Backup location(s): 64, B2, 115"
Chemical carrying bucket (user must return),,,99,0,,
paper towel multifold,15,pk,99,0,8/2/2023,"don’t need to sign out, Backup location(s): 123"
Paper Towel rolls,4,rolls,99,0,2/27/2024,"don’t need to sign out, Backup location(s): 122"
25 mL burettes,box,full,100,0,8/2/2023,same box as listed on shelf 70
50 mL burettes,a,box,100,0,8/2/2023,same box as listed on shelf 70
50 mL Centrifuge Tubes,6,pk,100,0,8/2/2023,"50 ea/pk, backup stock, Backup location(s): 105"
15 mL Centrifuge tubes,10,pk,101,0,8/2/2023,"50 ea/pk, backup stock, Backup location(s): 105"
"10 mL Disposable Centrifuge tube, glass",2,packs,100,0,8/2/2023,"125 ea/box, glass conical"
50 mL Centrifuge Tubes,3,pk,101,0,8/2/2023,"50 ea/pk, Backup location(s): 100, 110"
15 mL Centrifuge tubes,12,pk,101,0,8/2/2023,"9 x 25 ea/pk and 3 x 50 ea/pk, Backup location(s): 100, 105"
Micro Centrifuge tubes 1.5 mL,3,pk,101,0,8/2/2023,"500 ea/pk, 1 bag, 2 boxes"
15 mL Centrifuge tubes,21,ea,101,0,8/2/2023,"open, nonsterile pack"
#28 size Teflon Extruded Tubing,,,102,0,7/10/2023,box A
"1/16"" ID, 1/8"" ID, 1/32"" thick Clear Hard Tubing",15,ft,102,0,7/10/2023,box A
"soft clear phthalate 1/2 cm OD, 3/10 ID, 1/10 cm Thick",10,ft,102,0,7/11/2023,box A
"1/2"" ID, 3/4 OD, 1/8 Thick Clear Tubing partially stained yellow","8ft,","9ft,",102,0,7/10/2023,box A - multiple pieces
"1/2"" ID, 3/4"" OD, 1/8"" WT, Cleargreen Tubing",40,ft,102,0,7/10/2023,
"1/2"" ID, 3/4"" OD, 1/8"" WT Cleargreen Tubing",15,ft,102,0,7/10/2023,"""red tubing"" box"
"1/2"" ID, 3/4"" OD, 1/8"" WT, clear Silastic Lab Tubing",20,ft,102,0,7/10/2023,
"Rubber 7/16"" OD, 3/16"" ID, 2/16"" thich",16,in,102,0,7/10/2023,
"1/4"" ID, 1/2"" OD, 1/8"" WT, clear Flexible Vinyl Tubing",35,ft,102,0,7/10/2023,
"1/8"" ID Cleargreen Tubing, 1/4"" ID, 1/16"" Thick",30,ft,102,0,7/10/2023,box A
"1/8"" ID, 1/4"" OD, 1/16"" WT, black Plexco Tubing",40,ft,102,0,7/10/2023,
"1/8"" ID Tygone Tubing, 1/4"" OD, 1/16"" Thick",,,102,0,7/10/2023,box A
"3/4"" ID, 1"" OD, 1/8"" WT, Cream CrissCross Tubing",20,ft,102,0,7/10/2023,"""red tubing"" box"
Gas Hose Connector,9,ea,102,0,7/10/2023,"""red tubing"" box"
".2 cm OD, .05 cm thick, .1 cm ID Amber Latex Tubing",2,"spools,",103,0,7/10/2023,
"3/8"" ID, 9/16"" OD, 5/16"" Thickness Yellow Tubing",10,ft,103,0,7/10/2023,box A
"1/16"" Thick, 5/16"", 3/16"" ID Yellow Tubing",50,ft,103,0,7/10/2023,
"1/2"" OD, 3/8"", 1/16"" Thick ID Clear Hard Plastic Tubing",15,ft,103,0,7/10/2023,box C
"7/8"" OD, 3/8"" ID, 2/8"" Thick opaque Hard Plastic Tubing",8,ft,103,0,7/10/2023,box B
"5/8"" OD, 1/18"" Thick, 1/2"" ID Clearish Hard Plastic Tubing",10,ft,103,0,7/10/2023,box B
"3/8"" ID Hard Plastic Tubing",,,103,0,5/9/2022,
"3/8"" ID White Tubing",,,103,0,5/9/2022,hose-like material
Assorted Tape,,,103,0,5/9/2022,"""various caution tapes/labels"" box"
Safety Stickers,,,103,0,5/9/2022,"""various caution tapes/labels"" box"
Yellow Gas Cylinder Tags,,,103,0,5/9/2022,"""various caution tapes/labels"" box"
"1/2"" ID Red Rubber Tubing",,,104,0,5/9/2022,box E
"3/8"" ID, 1"" OD, 1/4"" WT, Black Rubber Tubing",15,ft,104,0,7/10/2023,box D
"3/8"" ID, 5/8"" OD, 1/8"" WT, Small Clear Tygone Tubing",2,ea,104,0,7/10/2023,"box D, 2ft sections"
"3/8"" ID, 1/2"" OD, 1/16"" WT, Blue Rubber Tubing",5,ft,104,0,7/10/2023,box D
15 mL Centrifuge tubes,4,pk,105,0,8/2/2023,"50 ea/pk, backup stock"
Packaging Materials,many,,105,0,,
M lab coats disposable,20,ea,105,0,8/2/2023,cardboard box
Buckets,2.00,,106,0,,
Cleaning Chemicals Disinfectant,1,Bottle,106,0,,
Hospital Bulk Disinfectant Cleaner,3,gallons,106,0,,
Plastic Tub,3.00,,106,0,,
Quick & Clean Disinfectant,1,Bottle,106,0,,
Various Sizes of Copper / Stainless Tubing,4,rolls,106,0,,
Disposable Face Shields,1,box,106,0,8/2/2023,
Various Specialty Gloves,1,box,106,0,8/2/2023,"mostly heat resistant gloves and plastic dish gloves, some other rubber gloves"
"2"" Duct Tape",6,rolls,107,0,8/2/2023,
"3"" Duct Tape",11,rolls,107,0,8/2/2023,
empty bins,,,107,0,,
S lab coats,20,ea,107,0,7/19/2023,cardboard box
Small A1 Rods,1,box,108,0,8/2/2023,
Biohazard bags,1,box,108,0,9/10/2024,
Latex Tubing,1,box,108,0,,
Plastic Draping Wrap,1,box,108,0,,
Respirator masks N95 backup stock,2.00,,108,0,,95% particle
Silica Sand,3.00,,108,0,,Can be used in place of sea sand
Blue Bags of Gloves,1,box,108,0,8/2/2023,"labeled ""DO NOT GIVE OUT"", in the empty clear bin"
Twine,1,Box,108,0,8/2/2023,
Various Weights,1,box,108,0,1/26/2022,
XL lab coats disposble,20,ea,109,0,7/19/2023,cardboard box
"Medium lab coats, cotton  9ea",,,109,0,9.10.24,
box of misc parts and wires,1,box,109,0,8/2/2023,
Small Kimwipes,1,ea,110,0,8/10/2023,cardboard box mostly full with backstock
50 mL Centrifuge Tubes,10,pk,110,0,8/10/2023,cardboard box that contains 10pks with 50 ea/pk
S lab coats  12 + 12,12,ea,;',0,9/10/2024,grey collapasable bin
S lab coats,16,ea,111,0,7/19/2023,grey collapasable bin
S lab coats,7,ea,111,0,7/19/2023,white bin w/ holes
L lab coats 12 ea,18,ea,112,0,sept 10 2024,grey collapasable bin
XL lab coats 10 ea in open box,19,ea,122,0,sept 10 2024,cardboard box
3XL Lab Coats,7,ea,114,0,7/19/2023,clear bin
XL lab coats,11,ea,114,0,7/19/2023,clear bin
XL lab coats,20,ea,114,0,7/19/2023,cardboard box
Large Kimwipe,15,ea,115,0,8/11/2023,backup stock
Childs safety goggles,94.00,,115,0,8/2/2023,(94 ea) two dif types
safety glasses,300,ea,115,0,1/29/2024,"15 boxes with 10/ea, backup stock"
S lab coats,14,ea,116,0,7/19/2023,grey collapasable bin
Safety Goggles,14,ea,116,0,7/19/2023,cardboard box
L lab coats,17,ea,117,0,7/19/2023,cardboard box
L lab coats,20,ea,117,0,7/19/2023,cardboard box
M lab coats,17,ea,117,0,7/19/2023,grey collapasable bin
XL lab coats,17,ea,118,0,7/19/2023,cardboard box
XL lab coats,11,ea,118,0,7/19/2023,cardboard box
XL lab coats,10,ea,118,0,12/14/2023,grey collapasable bin
XL lab coats,13,ea,119,0,7/19/2023,cardboard box
XL lab coats,13,ea,119,0,7/19/2023,cardboard box
XL lab coats,13,ea,119,0,7/19/2023,grey collapasable bin
safety glasses,30,ea,120,0,8/2/2023,3 boxes of 10 ea
Extra Drawers,2,boxes,120,0,8/2/2023,
Styrofoam Cold Storage Boxes,2,boxes,120,0,,
aprons,many,,121,0,7/19/2023,"assorted types, polyethylene and more"
L lab coats,20,ea,122,0,7/19/2023,cardboard box
L lab coats,20,ea,122,0,7/19/2023,cardboard box
paper towel roll,2,ea,123,0,7/19/2023,
paper towel pack,2,ea,123,0,7/19/2023,
large orange sponge,6,ea,137,0,7/19/2023,
Metal Pieces (Various),1,box,124,0,7/19/2023,assorted rods
Vapor Trap,1,ea,124,0,7/19/2023,
polethylene bags,1,box,125,0,5/26/2023,100 pcs
Foam,2.00,,125,0,5/26/2023,1 roll and insulation
Empty Boxes,4.00,,125,0,5/26/2023,
,,,125,0,,
Light Bulbs,1,box,130,0,5/26/2023,
Melt-Meter (Measures Melting Points),0.00,,130,0,5/26/2023,
X-Small Nitrile Gloves,4,boxes,130,0,1/29/2024,1 open
Hand sanitizer gel 1gal,5.00,,131,0,5/26/2023,
Glass wool,2,boxes,131,0,5/25/2023,
Melt-Temp melttemp mel-temp meltemp,2.00,,131,0,,"Old style, might not be working?"
vacuum pump aspirators plastic,1,box,131,0,,14 packages in box
Women's Protein Powder Blend Vanilla Flavored,1.00,,131,0,,Do not Ingest!!! Used for
Hand sanitizer gel 1gal,4.00,,132,0,,
concrete cleaner,1,ea,132,0,,
No rinse floor cleaner,1,ea,132,0,,
Odor control cleaner,1,ea,132,0,,
stain remover cleaner,1,ea,132,0,,
Alconox,7,pk,133,0,8/2/2023,4 lbs/pk makes 50 gal
Kettle with Condensers,1,box,133,0,8/2/2023,
Spray Paint,1,box,133,0,8/2/2023,"4 blue, 3 yellow, 6 black, 1 white, 1 brown"
Anhydrous Glycerol,1.00,,134,0,,
Glycerine,5.00,,134,0,,
Propylene Glycol,2.00,,134,0,,
Silicone Oil,2.00,,134,0,,
Vacuum pump,1.00,,134,0,,
s gloves,8,boxes,135,0,1/29/2024,
m gloves,6,boxes,135,0,1/29/2024,2 opened
borosilicate glass beeds,1,jar,136,0,,"don't stock ourselves, prob got from lab"
Inorganic Solids,many,,136,0,,
Argon Gas,4,"boxes,",137,0,,"carbon monoxide, argon x2, oxygen"
Cylinder Brush (17in),10.00,,137,0,,black - large
Bottle Brush (28 cm),10.00,,137,0,,white - small
"Brushes, 9 in long, multicolored plastic",30.00,,137,0,,
"Brush, 4 in long, wooden",3.00,,137,0,,
"brush, 28 in, burette",10.00,,137,0,,
"Brush, Curved Flask",4.00,,137,0,,
Dessicant,15.00,,137,0,,
Digital Thermometers,7.00,,138,0,,
Plastic Baskets,15.00,,138,0,,
Power Cables Various,many,,138,0,,
mineral oil,0,Units,139,0,,Check yellow flammable cabinets in back chemical room
Tetra-acetic acid,5.00,,139,0,,
Vacuum Pump Oil,1.00,,139,0,,
L gloves,1,boxes,140,0,4/10/2024,
XL gloves,0,boxes,140,0,4/10/2024,
Inorganic Solids,many,,141,0,,
Organic Solids,many,,142,0,,
Alumina,1,jar,143,0,,
Big Black Metal Sheet,1,roll,143,0,,
Germicidal Bleach,4,bottles,143,0,,
Sodium Hydroxide,2,jars,143,0,,
Unknown Caution Bag,1,bag,143,0,,DO NOT TOUCH
Blue Bucket,1,ea,144,0,,
polycool eg -25 1gal bottles,5,bottles,144,0,,
Vacuum Pump Oil,4.00,,144,0,,4L bottles
Cryo Storage Boxes,2,ea,145,0,,
Scales,8.00,,145,0,,
Dry Chemicals,1.00,,146,0,,
Phosphrous Oxychloride,1,bag,146,0,,
Projector Slide Trays,4.00,,146,0,,
Scale,1.00,,146,0,,
Organic Solids,many,,147,0,,
Scale,1.00,,147,0,,
3 Way Gas collecting tubes 220mL,4.00,,148,0,,
Biohazard Containment Kit,1.00,,149,0,,
Box of Road Salt,1,box,149,0,,
Copy Paper,1,box,149,0,,
Antiseptic Towelettes,4,boxes,,0,,25 wipes
50 ul tips no filters,3,boxes,"19, 23, SB-01",0,,"backup above glass tubes (""shelf 23"")"
Bottle plastic NM 250ml,3,boxes,"24 ,27",0,,
"Bottle, Glass, Amber, NM, 125 mL (floor location)",17.00,,26-E,0,9/9/2022,back up: shelf 40
Media Bottle 1000ml 1L,80.00,,"34 , 35",0,,
Graduated Cylinder 5 ml,7,active;,37 (active); 95 (backup),0,,
"Beakers, Glass, 150 mL",25.00,,"37,38",0,4/21/2022,"back up: 1 box, Backup location(s): 36"
"Test Tubes, Culture 18x150mm; 125/box",1.25,packs,"41,48",0,7/20/2022,125ea/pack
Graduated Cylinder 50 ml,2,"boxes,",43 44,0,,
Tubes Test 10X75mm,4,"boxes,","43, 44",0,,
"Graduated Cylinder, Glass, 250mL",,,"44,45",0,,Backup location(s): 75
test tubes 25ml test tubes,14,&,48 SB-01,0,,
Burette 25ml,5.00,,"49, SB-01, SB-17",0,,
"Funnels, 100mm Plastic    ?? Is this wide or narrow spout?Long or short stem?",backup,stock,63 or backup stockon top of wood shelf,0,,
Safety Glasses,back,up,1 & 70 & 100,0,4/232-24,280 pairs rec'd 4/2024
0,3.00,,"7 , 17",0,,2 boxes of backup stock 75
Graduated Cylinder 250 ml,3.00,,"7 , 17",0,,
Graduated Cylinder 500 ml,900.00,,77 & B19,0,,
"Jars Glass, Plastic Bags",5,boxes,"80, 85",0,,Backup on 111 & 125
"Nalgene Bottle (1 L, 500mL) nm narrow mouth plastic bottle",none,,81 & SB-01,0,,
"Nalgene Bottle (1 L, 500mL) nm narrow mouth plastic bottle",none,,"85, 90",0,,
Glove Bags,2,boxes,90 (mailbox),0,,
Sequoia-Turner Filters,3.00,,90 (mailbox),0,1/26/2022,In the Hunter slot
spot plates,10.00,,90 (mailbox),0,,"backstock, regular in C-18"
Tapegun,1,ea,90 (mailbox),0,,mailbox located at the end of left end of the middle aisle)
"Cork 00, 0",many,,A01,0,5/26/2023,
Cork 1,many,,A02,0,5/26/2023,
Cork 2,many,,A03,0,5/26/2023,
"Cork 3, 4",many,,A04,0,5/26/2023,
"Cork 5, 6",many,,A05,0,5/26/2023,
Cork 7,many,,A06,0,5/26/2023,
Stoppers Rubber Solid 00,0,Units,A07,0,5/26/2023,
"Stoppers Rubber Solid 000, 0, 1",many,,A07,0,5/26/2023,
Stoppers Rubber Solid 2,3,ea,A08,0,5/26/2023,
Stoppers Rubber Solid 3,1,ea,A08,0,5/26/2023,
Stoppers Rubber Solid 4,many,,A09,0,5/26/2023,
Stoppers Rubber Solid 5,many,,A09,0,5/26/2023,
Stoppers Rubber Solid 6,many,,A09,0,5/26/2023,
Stoppers Rubber Solid 7,6,ea,A10,0,5/26/2023,
Stoppers Rubber Solid 8,3,ea,A11,0,5/26/2023,
100 mL round bottom flask,4,ea,A12,0,5/26/2023,
Work Gloves Loan,1,pair,A13,0,,
Connector Hose Plastic Large straight,15,ea,A14,0,,
Connector Hose Plastic Medium straight,100,ea,A14,0,,
Splashgons,10,ea,A15,0,,
Drain Covers,70,ea,A16,0,,
Rubber stick on feet (for stir platform),53.00,,A17,0,,
"Plastic aspirator, vacuum pump for water  tap, nalgene aspirator",28.00,,A18,0,,
Rubber Pipette Filler 2-50 mL,8,ea,A19,0,,
Volume tester 50 microliter,0,Units,A19,0,,
Pipets Glass Disposable 1ml,0,Units,A20,0,1/6/2023,
Pipets Plastic 1ml,2.00,,A21,0,1/6/2023,
Pipets Glass 2ml,8,packs/25,A22,0,1/6/2023,
Pipets Glass Disposable 5ml,0,Units,A23,0,,
evaporating dish,0,Units,A24,0,,
evaporating dish 100x50,0,Units,A24,0,,
evaporating dish 80x40,0,Units,A24,0,,
evaporating dish 90x50,0,Units,A24,0,,
Flask Closures,25,ea,A24,0,,
1/2 dram vials,350,ea,A25,0,5/25/2023,
Vial 1 dram,72,ea,A26,0,9/27/2023,Backup location(s): 7 (144) Box
Vials 2 dram,a,lot,A27,0,5/25/2023,
Vials 3 dram,a,lot,A28,0,5/25/2023,
"Vials, 20ml, red pressure cap",1,box,A29,0,9/19/223,CG-4912-245
Vials 4 dram,a,lot,A29,0,5/25/2023,
Vials 6 dram,1.00,,A30,0,5/25/2023,lots of caps for 6d vials
"round bottom flasks, 100 mL",4,ea,A30,0,5/25/2023,
"Flint Renewals, 24 pack, 5 ea",120,ea,A31,0,3/4/2024,
Matches (20 per pack),49,packs,A31,0,3/4/2024,
Strikers with flints,14,ea,A31,0,3/4/2024,
"Fuses, 5ea/pk",5,pk,A32,0,3/4/2024,
"Microchemical Rubber Stoppers, 12ea/pack",3,pk,A32,0,3/4/2024,
"Extra absorbant pipe cleaners (long), 32ea/pk",2,pk,A33,0,3/4/2024,
"Extra absorbant pipe cleaners (short), 44ea/pk",6,pk,A33,0,3/4/2024,
"1"" nylon ball",1,ea,A33,0,3/4/2024,
"black beads on string, drive belts",1,ea,A33,0,3/4/2024,
"Black disc with numbered markings, gage for instrument, variac",0,ea,A33,0,3/4/2024,
"Caliper, dual, est. 5""",1,ea,A33,0,3/4/2024,
"Carbon Paint, Conductive Paint",1,ea,A33,0,3/4/2024,
"Cotter pin, 2011/4948, 10ea/pk",12,pk,A33,0,3/4/2024,
Furniture pads,23,ea,A33,0,3/4/2024,Works for thermometers
Metal tubing with valves (?),1,ea,A33,0,3/4/2024,
"Pen cartridge assembly, 17999-13249",1,ea,A33,0,3/4/2024,
9V Battery,21,ea,A34,0,3/4/2024,multiple brands
C Battery (1.5V),20,ea,A34,0,3/4/2024,multiple brands
D Battery (1.5V),25,ea,A34,0,3/4/2024,multiple brands
"DA13B8 Button Battery ""Dollenmyer""",8.00,,A35,0,3/4/2024,
CR2025 Button battery,0,Units,A35,0,3/4/2024,
AA battery,33.00,,A35,0,3/4/2024,
AAA Battery,38.00,,A35,0,3/4/2024,multiiple brands
LR44/AG13,8.00,,A35,0,3/4/2024,
D303/357 Button Battery,7,EA,A35,0,3/4/2024,
D392 Button Battery,12.00,,A35,0,3/4/2024,1 engergizer
123 Button Battery,1.00,,A35,0,3/4/2024,
AG41/CB377/LR626,30.00,,A35,0,3/4/2024,
CR2032 Button Battery,4.00,,A35,0,3/4/2024,
D389 Button Battery,35.00,,A35,0,3/4/2024,
KECR2032-1 Battery,0,Units,A35,0,3/4/2024,
Cuvette Caps,>1000,ea,A36,0,3/4/2024,
Cork 8,many,,B01,0,,
Cork 9,many,,B02,0,,
Cork 10,many,,B03,0,,
"Cork 11, 12",many,,B04,0,,
Cork 13,many,,B05,0,,
Cork 14,many,,B06,0,,
Stoppers Rubber Solid 10,5.00,,B07,0,,
Stoppers Rubber Solid 11,0,Units,B07,0,,
Stoppers Rubber Solid 12,0,Units,B08,0,,
Stoppers Rubber Solid 13,6.00,,B08,0,,
Stoppers Rubber Solid 15,0,Units,B08,0,,
Stoppers Rubber 1-Hole 0,many,,B09,0,,
Stoppers Rubber 1-Hole 00,many,,B09,0,,
Stoppers Rubber 1-Hole 000,many,,B09,0,,
Stoppers Rubber 1-Hole 1,many,,B10,0,,
Stoppers Rubber 1-Hole 2,many,,B11,0,,
Stoppers Rubber 1-Hole 3,3.00,,B12,0,,
Stoppers Rubber 1-Hole 4,7.00,,B12,0,,
Buffer Pellets pH 10,3.00,,B13,0,,
Buffer Pellets pH 11,0,Units,B13,0,,
Buffer Pellets pH 12,9.00,,B13,0,,
Buffer Pellets pH 7.01,0,Units,B13,0,,
Buffer Pellets pH 9,6.00,,B13,0,,
Buffer Tablets pH 5,15.00,,B13,0,,
Buffer Tablets pH 6,14.00,,B13,0,,
Buffer Tablets pH 6.40,0,Units,B13,0,,
Buffer Tablets pH 7.00,14.00,,B13,0,,
Buffer Tablets pH 8,14.00,,B13,0,,
Buffer Tablets pH 9,6.00,,B13,0,,
Buffer Capsules  pH 2,10.00,,B14,0,,
buffer pH 6,5,Vials,B14,0,,
buffer pH 8,1.00,,B14,0,,
Buffer Tablet pH 10,1.00,,B14,0,,
